"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"887","EW-00018","Mangakara Stm (Reporoa) at SH5","37700","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"888","EW-00019","Mangakino Stm (Whakamaru) at Sandel Rd","37720","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"889","EW-00004","Awaroa Stm (Rotowaro) at Sansons Br @ Rotowaro-Huntly Rd","14435","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"890","EW-00020","Mangakotukutuku Stm (Rukuhia) at Peacockes Rd","37768","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"891","EW-00021","Mangamingi Stm (Tokoroa) at Paraonui Rd Br","37825","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"892","EW-00003","Awaroa River (Waiuku) at Otaua Rd Br opp Moseley Rd","14419","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"893","EW-00022","Manganui River at Off Manganui Rd","37841","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","219","Parent","3042268","219",NA,"1","Awakino River"
"894","EW-00023","Mangaohoi Stm at South Branch Maru Rd","37860","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"895","EW-00024","Mangaokewa Stm at Lawrence Street Br","37891","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"896","EW-00070","Tokaanu Stm at Off SH41 Turangi","42685","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"897","EW-00071","Torepatutahi Stm at Vaile Rd Br","42773","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"898","EW-00072","Waerenga Stm at Taniwha Rd","42974","Yes","Lowland","Exotic","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"899","EW-00073","Waiau River at E309 Rd Ford","42993","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","747","Parent","3001162","747",NA,"1","Wairau River"
"900","EW-00074","Waihaha River at SH32","43010","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"901","EW-00075","Waihou River at Okauia","43171","Yes","Lowland","Urban","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"902","EW-00076","Waihou River at Whites Rd","43145","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"903","EW-00082","Waikato River at Ohaaki Br","43334","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"904","EW-00083","Waikato River at Ohakuri Tailrace Br","43336","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"905","EW-00119","Waikato River at Taupo Control Gates","43349","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"906","EW-00084","Waikato River at Tuakau Br","43411","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"907","EW-00085","Waikato River at Waipapa Tailrace","43361","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"908","EW-00086","Waikato River at Whakamaru Tailrace","43278","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"909","EW-00080","Waikato River at Narrows Boat Ramp","43552","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"910","EW-00077","Waikato River at Horotiu Br","43313","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"911","EW-00078","Waikato River at Huntly-Tainui Br","43224","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"912","EW-00079","Waikato River at Mercer Br","43401","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"913","EW-00087","Waingaro River (Pukemiro) at Ruakiwi Rd Off SH22","43768","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","395","Parent","3016676","395",NA,"1","Waingaro River"
"914","EW-00088","Waiohotu Stm at Waiohotu Rd (Off SH5)","43794","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"915","EW-00089","Waiomou Stm at Matamata-Tauranga Rd","43809","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"916","EW-00090","Waiotapu Stm at Campbell Rd Br","43879","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"917","EW-00091","Waiotapu Stm at Homestead Rd Br","43855","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"918","EW-00093","Waipa River at Pirongia-Ngutunui Rd Br","43913","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"919","EW-00094","Waipa River at SH3 Otorohanga","43915","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"920","EW-00092","Waipa River at Mangaokewa Rd","43910","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"921","EW-00095","Waipapa Stm (Mokai) at Tirohanga Rd Br","43992","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"922","EW-00096","Waitahanui River at Blake Rd","44082","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"923","EW-00097","Waitakaruru River (Hauraki Plains) at Coxhead Rd Br","44092","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","520","Parent","3005936","520",NA,"1","Waitakaruru River"
"924","EW-00098","Waitawhiriwhiri Stm at Edgecumbe Street","44178","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"925","EW-00099","Waitekauri River at U/S Ohinemuri Conflu","44241","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","45","Parent","3004855","45",NA,"1","Waihou River"
"926","EW-00100","Waitetuna River at Te Uku-Waingaro Rd","44285","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","341","Parent","3017917","341",NA,"1","Waitetuna River"
"927","EW-00101","Waitoa River at Landsdowne Rd Br","44331","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"928","EW-00102","Waitoa River at Mellon Rd Recorder","44334","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","57","Parent","3005218","57",NA,"1","Piako River"
"929","EW-00104","Waitomo Stm at SH31 Otorohanga","44391","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"930","EW-00105","Waitomo Stm at Tumutumu Rd","44379","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"931","EW-00106","Waiwawa River at SH25 Coroglen","44407","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","324","Parent","3002013","324",NA,"1","Waiwawa River"
"932","EW-00108","Whakapipi Stm at SH22 Br","44529","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"933","EW-00109","Whakauru Stm at U/S  SH1 Br","44580","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"934","EW-00110","Whangamarino River at Island Block Rd","44617","Yes","Lowland","Exotic","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"935","EW-00111","Whangamarino River at Jefferies Rd Br","44607","Yes","Lowland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"936","EW-00112","Whangamata Stm (Kinloch) at Whangamata Rd","44668","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"937","EW-00113","Whanganui Stm at Lakeside Lake Taupo T8","44674","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"938","EW-00114","Whangape Stm at Rangiriri-Glen Murray Rd","44677","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"939","EW-00115","Wharekawa River at SH25","44749","Yes","Lowland","Rural","Monthly","Monthly","Waikato","WRC","North","550","Parent","3004519","550",NA,"1","Wharekawa River"
"940","EW-00116","Whareroa Stm (Taupo) at Lakeside Lake Taupo T9","44791","Yes","Upland","Native","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"941","EW-00118","Whirinaki Stm at Corbett Rd","44845","Yes","Upland","Rural","Monthly","Monthly","Waikato","WRC","North","2","Parent","3009006","2",NA,"1","Waikato River"
"383","NRWQN-00047","Hutt River at Kaitoke","Hutt River at Kaitoke","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","North","147","Parent","9013064","147",NA,"1","Hutt River"
"419","NRWQN-00046","Ruamahanga River at Waihenga Bridge","Ruamahanga River at Waihenga Bridge","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"420","NRWQN-00048","Ruamahanga River at Wardells","Ruamahanga River at Wardells","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","North","22","Parent","9016633","22",NA,"1","Ruamahanga River"
"596","NRWQN-00018","Rangitikei @ Kakariki","Rangitikei @ Kakariki","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"597","NRWQN-00019","Whanganui @ Paetawa","Whanganui @ Paetawa","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"737","NRWQN-00036","39503","Waitara at Bertrand Rd","Yes","Upland","Rural","Monthly","Monthly","Taranaki","TRC","North","78","Parent","6001707","78",NA,"1","Maketawa Stream"
"942","NRWQN-00001","AK2","Rangitopuni at Walkers","Yes","Lowland","Rural","Monthly","Monthly","Auckland","NIWA","North","439","Parent","2004741","439",NA,"1","Rangitopuni River"
"943","NRWQN-00002","AK1","Hoteo at Gubbs","Yes","Lowland","Rural","Monthly","Monthly","Auckland","NIWA","North","228","Parent","2001886","228",NA,"1","Hoteo"
"944","NRWQN-00003","TK6","Waitaki at SH1 Br.","Yes","Lowland","Rural","Monthly","Monthly","Canterbury","NIWA","South","3","Parent","13524507","3",NA,"1","Upper and Lower Waitaki Catchment"
"945","NRWQN-00004","TK5","Hakatakamea above MH Br.","Yes","Upland","Rural","Monthly","Monthly","Canterbury","NIWA","South","3","Parent","13524507","3",NA,"1","Upper and Lower Waitaki Catchment"
"946","NRWQN-00005","TK4","Waitaki at Kurow","Yes","Upland","Rural","Monthly","Monthly","Canterbury","NIWA","South","3","Parent","13524507","3",NA,"1","Upper and Lower Waitaki Catchment"
"947","NRWQN-00006","TK1","Opihi at GRASSY BANKS","Yes","Lowland","Rural","Monthly","Monthly","Canterbury","NIWA","South","35","Parent","13070002","35",NA,"1","Opihi River"
"948","NRWQN-00007","TK2","Opihi at Rockwood","Yes","Upland","Rural","Monthly","Monthly","Canterbury","NIWA","South","35","Parent","13070002","35",NA,"1","Opihi River"
"949","NRWQN-00008","TK3","Opuha at Skipton Br.","Yes","Upland","Rural","Monthly","Monthly","Canterbury","NIWA","South","35","Parent","13070002","35",NA,"1","Opihi River"
"950","NRWQN-00009","CH1","Hurunui at Mandamus","Yes","Upland","Forest","Monthly","Monthly","Canterbury","NIWA","South","31","Parent","13024355","31",NA,"1","Hurunui River"
"951","NRWQN-00010","GS1","Waipoa at Kanakanaia","Yes","Lowland","Rural","Monthly","Monthly","Gisborne","NIWA","North","37","Parent","5013426","37",NA,"1","Waipaoa"
"952","NRWQN-00011","GS2","Waikohu at No. 1 Br.","Yes","Upland","Rural","Monthly","Monthly","Gisborne","NIWA","North","37","Parent","5013426","37",NA,"1","Waipaoa"
"953","NRWQN-00012","GS3","Motu at Waitangirua","Yes","Upland","Rural","Monthly","Monthly","BayOfPlenty","NIWA","North","63","Parent","4005089","63",NA,"1","Motu River"
"954","NRWQN-00013","HV1","Makaroro at Burnt Br.","Yes","Upland","Forest","Monthly","Monthly","Hawkes Bay","NIWA","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"955","NRWQN-00014","HV3","Ngaruroro at Chesterhope","Yes","Lowland","Rural","Monthly","Monthly","Hawkes Bay","NIWA","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"956","NRWQN-00015","HV4","Ngaruroro at Kuripapango","Yes","Upland","Forest","Monthly","Monthly","Hawkes Bay","NIWA","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"957","NRWQN-00016","HV6","Mohaka at Glenfalls","Yes","Upland","Forest","Monthly","Monthly","Hawkes Bay","NIWA","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"958","NRWQN-00017","HV5","Mohaka at Raupunga","Yes","Lowland","Forest","Monthly","Monthly","Hawkes Bay","NIWA","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"959","NRWQN-00018","WA6","Rangitikei at Kakariki","Yes","Lowland","Rural","Monthly","Monthly","Horizons","NIWA","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"960","NRWQN-00019","WA4","Whanganui at Paetawa","Yes","Lowland","Rural","Monthly","Monthly","Horizons","NIWA","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"961","NRWQN-00020","NN4","Wairau at Tuamarina","Yes","Lowland","Forest","Monthly","Monthly","Marlborough","NIWA","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"962","NRWQN-00021","WH3","Mangakahia at Titoki Br.","Yes","Lowland","Rural","Monthly","Monthly","Northland","NIWA","North","19","Parent","1025624","19",NA,"1","Wairoa River"
"963","NRWQN-00022","WH4","Wairu at Purua","Yes","Lowland","Rural","Monthly","Monthly","Northland","NIWA","North","19","Parent","1025624","19",NA,"1","Wairoa River"
"964","NRWQN-00023","WH2","Waitangi at Wakelins","Yes","Lowland","Rural","Monthly","Monthly","Northland","NIWA","North","256","Parent","1007662","256",NA,"1","Waitangi River"
"965","NRWQN-00024","WH1","Waipapa at Forest Ranger","Yes","Lowland","Forest","Monthly","Monthly","Northland","NIWA","North","268","Parent","1008535","268",NA,"1","Waipapa River"
"966","NRWQN-00025","DN4","Clutha at Balclutha","Yes","Lowland","Rural","Monthly","Monthly","Otago","NIWA","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"967","NRWQN-00026","DN3","Taieri at Outram","Yes","Lowland","Rural","Monthly","Monthly","Otago","NIWA","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"968","NRWQN-00027","AX4","Clutha at Millers Flat","Yes","Lowland","Rural","Monthly","Monthly","Otago","NIWA","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"969","NRWQN-00028","DN2","Sutton at SH87","Yes","Upland","Rural","Monthly","Monthly","Otago","NIWA","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"970","NRWQN-00029","DN1","Taieri at Tiroiti","Yes","Upland","Rural","Monthly","Monthly","Otago","NIWA","South","9","Parent","14066093","9","Taieri River","1","Taieri River"
"971","NRWQN-00030","AX2","Kawarau at Chards","Yes","Upland","Rural","Monthly","Monthly","Otago","NIWA","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"972","NRWQN-00031","AX3","Shotover at Bowens Peak","Yes","Upland","Rural","Monthly","Monthly","Otago","NIWA","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"973","NRWQN-00032","AX1","Clutha at Luggate Br.","Yes","Upland","Rural","Monthly","Monthly","Otago","NIWA","South","1","Parent","14075006","1000008","Clutha","1","Clutha River"
"974","NRWQN-00034","DN10","Monowai below Gates","Yes","Upland","Forest","Monthly","Monthly","Southland","NIWA","South","4","Parent","15054970","4",NA,"1","Waiau River"
"975","NRWQN-00035","WA2","Manganui at SH3","Yes","Upland","Rural","Monthly","Monthly","Taranaki","NIWA","North","78","Parent","6001707","78",NA,"1","Maketawa Stream"
"976","NRWQN-00036","WA1","Waitara at Bertrand Rd","Yes","Lowland","Rural","Monthly","Monthly","Taranaki","NIWA","North","78","Parent","6001707","78",NA,"1","Maketawa Stream"
"977","NRWQN-00037","NN5","Buller at Longford","Yes","Upland","Forest","Monthly","Monthly","Tasman","NIWA","South","6","Parent","12009639","1000004","Upper Buller split by RC boundary","1","Upper Buller"
"978","NRWQN-00038","TU2","Tongariro at Turangi","Yes","Upland","Forest","Monthly","Monthly","Waikato","NIWA","North","2","Parent","3009006","2",NA,"1","Waikato River"
"979","NRWQN-00039","RO6","Waikato at Reids Farm","Yes","Upland","Forest","Monthly","Monthly","Waikato","NIWA","North","2","Parent","3009006","2",NA,"1","Waikato River"
"980","NRWQN-00040","HM1","Waipa at Otewa","Yes","Lowland","Rural","Monthly","Monthly","Waikato","NIWA","North","2","Parent","3009006","2",NA,"1","Waikato River"
"981","NRWQN-00041","HM2","Waipa at Whatawhata","Yes","Lowland","Rural","Monthly","Monthly","Waikato","NIWA","North","2","Parent","3009006","2",NA,"1","Waikato River"
