"","SiteID","CouncilSiteID","LawaSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","Lat","Long"
"400","Orongorongo River at Orongorongo Station","Orongorongo River at Orongorongo Station","GW-00030","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.41800038","174.90176106"
"401","Otaki River at Mouth","Otaki River at Mouth","GW-00006","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-40.75873884","175.1085342"
"402","Otaki River at Pukehinau","Otaki River at Pukehinau","GW-00005","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-40.8220466","175.19957526"
"403","Otaki River at State Highway 1","Otaki River at State Highway One","GW-10006","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-40.77043638","175.14536087"
"404","Pakuratahi River 50m Below Farm Creek","Pakuratahi River 50m Below Farm Creek","GW-00023","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.0652202","175.19714172"
"405","Pakuratahi River at Forks","Pakuratahi River at Hutt Forks","GW-10007","true","Upland","Forest","Unstated","Unstated","Wellington","GWRC","-41.05680407","175.19306561"
"406","Parkvale Stream at Renalls Weir","Parkvale Stream at Renalls Weir","GW-00046","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.07801993","175.54166084"
"407","Parkvale tributary at Lowes Reserve","Parkvale tributary at Lowes Reserve","GW-00045","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.99686768","175.59297497"
"408","Pauatahanui Stream at Elmwood Bridge","Pauatahanui Stream at Elmwood Bridge","GW-00014","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.11427573","174.91877486"
"409","Porirua Stream at Glenside Overhead Cable","Porirua Stream at Glenside Overhead Cables","GW-00015","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.19158653","174.82792762"
"410","Porirua Stream at Wall Park","Porirua Stream at Milk Depot","GW-00016","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.14936353","174.83958812"
"411","Ruamahanga River at Double Bridges","Ruamahanga River at Double Bridges","GW-10008","true","Upland","Forest","Unstated","Unstated","Wellington","GWRC","-40.87434654","175.66167202"
"412","Ruamahanga River at Gladstone Bridge","Ruamahanga River at Gladstone Bridge","GW-00033","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.07237221","175.62913522"
"413","Ruamahanga River at Kokotau","Ruamahanga River at Kokotau","GW-10009","true","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","-41.09792841","175.56911087"
"414","Ruamahanga River at McLays","Ruamahanga River at McLays","GW-00031","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-40.74966737","175.58256015"
"415","Ruamahanga River at Morrisons Bush","Ruamahanga River at Morrisons Bush","GW-10010","true","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","-41.15445881","175.4898319"
"416","Ruamahanga River at Pukio","Ruamahanga River at Pukio","GW-00034","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.24812292","175.36108795"
"417","Ruamahanga River at Te Ore Ore","Ruamahanga River at Te Ore Ore","GW-00032","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.95283816","175.68011378"
"418","Ruamahanga River at The Cliffs","Ruamahanga River at The Cliffs","GW-10011","true","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","-41.05149624","175.63535887"
"419","Ruamahanga River at Waihenga Bridge","Ruamahanga River at Waihenga Bridge","NRWQN-00046","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.19685836","175.43999678"
"420","Ruamahanga River at Wardells","Ruamahanga River at Wardells","NRWQN-00048","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.00481677","175.67236373"
"421","Tauanui River at Whakatomotomo Rd","Tauanui River at Whakatomotomo Rd","GW-00052","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-41.39831365","175.28058743"
"422","Taueru River at Castlehill","Taueru River at Castlehill","GW-00036","true","Upland","Rural","Monthly","Monthly","Wellington","GWRC","-40.75449412","175.98867994"
"423","Taueru River at Gladstone","Taueru River at Gladstone","GW-00037","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.06304782","175.66761699"
"424","Tauherenikau River at Websters","Tauherenikau River at Websters","GW-00055","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.16791526","175.34926521"
"425","Totara Stream at Stronvar","Totara Stream at Stronvar","GW-00044","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-41.10919103","175.9538148"
"426","Waikanae River at Greenaway Rd","Waikanae River at Greenaway Rd","GW-00010","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-40.87694978","175.03207168"
"427","Waikanae River at Jim Cooke Park","Waikanae River at Jim Cooke Park","GW-10013","true","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","-40.88164319","175.04173349"
"428","Waikanae River at Mangaone Walkway","Waikanae River at Mangaone Walkway","GW-00009","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-40.86856519","175.13565202"
"429","Waikanae River at State Highway 1","Waikanae River at State Highway One","GW-10014","true","Lowland","Rural","Unstated","Unstated","Wellington","GWRC","-40.88208247","175.06259935"
"430","Waingawa River at Kaituna","Waingawa River at Kaituna","GW-10015","true","Upland","Forest","Unstated","Unstated","Wellington","GWRC","-40.88669021","175.5229277"
"431","Waingawa River at South Rd","Waingawa River at South Rd","GW-00041","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-40.97549224","175.62329773"
"432","Wainuiomata River at Manuka Track","Wainuiomata River at Manuka Track","GW-00028","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-41.25677265","175.00892684"
"433","Waiohine River at Bicknells","Waiohine River at Bicknells","GW-00048","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-41.09110551","175.5076284"
"434","Waiohine River at Gorge","Waiohine River at Gorge","GW-00047","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.01636817","175.40011859"
"435","Waiohine River at State Highway 2","Waiohine River at State Highway 2","GW-10017","true","Lowland","Forest","Unstated","Unstated","Wellington","GWRC","-41.05889916","175.4950758"
"436","Waiorongomai River at Forest Park","Waiorongomai River at Forest Park","GW-00056","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.25643747","175.14382621"
"437","Waipoua River at Colombo Rd Bridge","Waipoua River at Colombo Rd Bridge","GW-00040","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.95415228","175.6735615"
"438","Waitohu Stream at Forest Park","Waitohu Stream at Forest Park","GW-00003","true","Upland","Forest","Monthly","Monthly","Wellington","GWRC","-40.77638","175.22297448"
"439","Waitohu Stream at Norfolk Crescent","Waitohu Stream at Norfolk Crescent","GW-00004","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.73663304","175.12625035"
"440","Waiwhetu Stream at Whites Line East","Waiwhetu Stream at Whites Line East","GW-00264","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.22479224","174.92057144"
"441","Whakatikei River at Riverstone","Whakatikei River at Riverstone","GW-00026","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.11230111","175.05161711"
"442","Whangaehu River at 250m from Confluence","Whangaehu River at 250m from Confluence","GW-00039","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.98628944","175.68901633"
"443","Whareama River at Gauge","Whareama River at Gauge","GW-00042","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.95994723","176.04296485"
"444","Whareroa Stream at QE Park","Whareroa Stream at QE Park","GW-00012","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.95469066","174.97211384"
"445","Whareroa Stream at Waterfall Rd","Whareroa Stream at Waterfall Rd","GW-00011","true","Lowland","Rural","Monthly","Monthly","Wellington","GWRC","-40.9530733","174.99699193"
"446","Enaki Stream upstream of Mangatarere Stream confluence","Enaki Stream D/S site for Riparian","LAWA-100394","true","Lowland","Urban","Monthly","Monthly","Wellington","GWRC","-41.02534566","175.49726909"
"447","Wainuiomata River at Richard Prouse Park","Wainuiomata River at Richard Prouse Park","GW-10016","true","Upland","Forest","Unstated","Unstated","Wellington","GWRC","-41.27241104","174.96445703"
"448","Wainuiomata River Dnstr of White Bridge","Wainuiomata River Dnstr of White Bridge","GW-00029","true","Lowland","Forest","Monthly","Monthly","Wellington","GWRC","-41.39450591","174.88175858"
"449","24","Aniwaniwa Stream at Aniwaniwa","HBRC-00030","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.7401383467398","177.170314247403"
"450","39","Aropaoanui River at Aropaoanui","HBRC-00024","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.2701184160888","176.978862007857"
"451","48","Awanui Stream at Flume","HBRC-00090","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.6908403104276","176.798436502995"
"452","176","Esk River at Berry Road","HBRC-00022","Yes","Upland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.2294717511904","176.796762558524"
"453","182","Esk River at Waipunga Bridge","HBRC-00002","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.3853701410824","176.821159324812"
"454","279","Hangaroa River at Doneraille Park","HBRC-00032","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.7334297771801","177.584339853078"
"455","310","Herehere Stream at Te Aute Road","HBRC-00067","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.6722056259224","176.866223198764"
"456","400","Karewarewa Stream at Paki Paki","HBRC-00014","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.693927637103","176.790917077682"
"457","441","Kopuawhara Stream at Railway Bridge","HBRC-00029","Yes","Lowland","Exotic","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.0143637717938","177.858250354866"
"458","528","Makaretu Stream at State Highway 50","HBRC-00008","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-40.015430709631","176.323099487699"
"459","546","Mangakuri River at Kairakau","HBRC-00053","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.9648866087868","176.906039546711"
"460","569","Mangaone River at Rissington","HBRC-00015","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.4403508062227","176.719099942797"
"461","589","Mangaonuku Stream at Waipawa Tikokino Rd","HBRC-00020","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.9070765525801","176.524815715528"
"462","623","Mangaorapa Stream at Mangaorapa Road","HBRC-00011","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-40.2945013051612","176.555849568314"
"463","636","Mangapoike River at Suspension Bridge","HBRC-00083","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.8901018297015","177.522145182722"
"464","667","Mangatarata Stream at Mangatarata Road","HBRC-00018","Yes","Lowland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.9960672470266","176.626866285652"
"465","714","Maraetotara River at Te Awanga","HBRC-00004","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.6392669660873","176.988103324578"
"466","715","Maraetotara River at Waimarama Road","HBRC-00012","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.7326748696578","176.953001336709"
"467","753","Mohaka River D/S Taharua","HBRC-00070","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.0822605624851","176.30746287011"
"468","754","Mohaka River U/S Taharua","HBRC-00062","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.0792486114759","176.286569043924"
"469","757","Mokomokonui Stream U/S Waipunga","HBRC-00026","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.048018078821","176.589039620183"
"470","799","Ngaruroro River at Fernhill","HBRC-00038","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5867339712565","176.760319611954"
"471","815","Ngaruroro River at Whanawhana","HBRC-00021","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5583644415179","176.398366595202"
"472","915","Papanui Stream at Middle Road","HBRC-00085","Yes","Lowland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.856714411593","176.715225003343"
"473","998","Porangahau River at SH52 Opposite Quarry","HBRC-00006","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-40.2966808135443","176.58072803493"
"474","1003","Porangahau Stream at Oruawhara Road","HBRC-00042","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-40.0240694684561","176.371057906781"
"475","1044","Poukawa Stream at Stock Road","HBRC-00010","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.697679095599","176.793889558384"
"476","1051","Puhokio Stream at Te Apiti Rd","HBRC-00041","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.8258516055328","176.981118783376"
"477","1096","Ripia River U/S Mohaka","HBRC-00048","Yes","Upland","Exotic","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.200369127527","176.516656445081"
"478","1126","Ruakituri River at Sports Ground","HBRC-00031","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.8157173377148","177.483150950296"
"479","1146","Sandy Creek U/S Lake Tutira Outlet","HBRC-00023","Yes","Upland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.2104610359818","176.889495199643"
"480","1194","Taharua Stream at Wairango Rd","HBRC-00056","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-38.9152131632541","176.275345016549"
"481","1195","Taharua Stream at Wrights Twin Culvert","HBRC-00055","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-38.9478651481365","176.285126300938"
"482","1201","Taipo Stream at Church Road","HBRC-00063","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5137518272885","176.849584888511"
"483","1237","Taurekaitai Stream at Wallingford","HBRC-00036","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-40.2066302691437","176.591121331764"
"484","1349","Tukipo River at State Highway 50","HBRC-00009","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.9658908401686","176.334202998987"
"485","1373","Tukituki River at Ashcott Bridge S.H. 50","HBRC-00039","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.9352709837036","176.35076124642"
"486","1374","Tukituki River at Black Bridge","HBRC-00007","Yes","Lowland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.6045571631162","176.931971244571"
"487","1382","Tukituki River at Red Bridge","HBRC-00043","Yes","Lowland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.7154664130706","176.92789556721"
"488","1397","Tukituki River at Tamumu Br.","HBRC-00088","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.9623313952071","176.682308013424"
"489","1424","Tutaekuri River at Brookfields Bridge","HBRC-00005","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5685281568473","176.881040376654"
"490","1429","Tutaekuri River at Lawrence Hut","HBRC-00017","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.3709401621232","176.439000193844"
"491","1441","Tutaekuri River U/S Mangaone","HBRC-00077","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.4849038581011","176.699848200242"
"492","1447","Tutaekuri Waimate Stm at Chesterhope","HBRC-00044","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5970909557783","176.863012209108"
"493","1489","Waiarua at S.H.5","HBRC-00028","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.9444047606241","176.50803372774"
"494","1500","Waiau River at Otoi","HBRC-00081","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-38.9479137570574","177.061617635699"
"495","1525","Waikari River at Glenbrook Road","HBRC-00046","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.1429812056763","177.020791674608"
"496","1552","Waingongoro Stream at Waimarama Road","HBRC-00040","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.8010566346873","176.97914358118"
"497","1590","Waipawa River at State Highway 50","HBRC-00019","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","-39.8622508973644","176.44559233214"
"498","1642","Wairoa River at Railway Br.","HBRC-00033","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.0014225076835","177.395032215183"
"499","1654","Waitio Stream at Ohiti Road","HBRC-00059","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5994463533642","176.711405670004"
"500","1924","Ngaruroro River D/S Hawkes Bay Dairies","HBRC-00061","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.5998512928448","176.577115297132"
"501","1925","Clive River U/S Whakatu Rail Bridge","HBRC-00003","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","-39.599052587315","176.87787555936"
"502","1932","Taharua Stream at Henrys Bridge","HBRC-00073","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.0006405360206","176.280758773115"
"503","1948","Taharua Stream at Red Hut Mohaka Confl","HBRC-00069","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.0741266762876","176.302240766045"
"504","2003","Kahahakuri Stream U/S Tukituki Confl","LAWA-100648","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.9767936527499","176.505357969403"
"505","5273","Mohaka River D/S Waipunga River","HBRC-00072","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.1000450826981","176.702160201764"
"506","5274","Mohaka River D/S Ripia River","HBRC-00071","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","-39.2072916019879","176.516996020128"
"507","Arawhata Drain at Hokio Beach Road","Arawhata Drain at Hokio Beach Road","HRC-00001","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.6218999999999","175.24728"
"508","Hautapu at US Rangitikei River Conf","Hautapu at US Rangitikei River Conf","HRC-00002","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-39.75376","175.83617"
"509","Hautapu at Alabasters","Hautapu at Alabasters","HRC-00003","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-39.65688","175.78086"
"510","Hokio at Lake Horowhenua","Hokio at Lake Horowhenua","HRC-00004","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.605","175.23608"
"511","Kahuterawa at Johnstons Rata","Kahuterawa at Johnstons Rata","HRC-00005","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","-40.44907","175.62164"
"512","Kumeti at Te Rehunga","Kumeti at Te Rehunga","HRC-00006","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.21971","176.01202"
"513","Makotuku at Raetihi","Makotuku at Raetihi","HRC-00007","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-39.42102","175.2821"
"514","Makakahi at Hamua","Makakahi at Hamua","HRC-00008","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.56517","175.74511"
"515","Makotuku at SH49A","Makotuku at SH49A","HRC-00009","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-39.37149","175.32457"
"516","Makuri at Tuscan Hills","Makuri at Tuscan Hills","HRC-00010","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.5236599999999","175.93115"
"517","Manakau at S.H.1 Bridge","Manakau at S.H.1 Bridge","HRC-00011","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.72438","175.21165"
"518","Manawatu at Whirokino","Manawatu at Whirokino","HRC-00012","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.5115699999999","175.26837"
"519","Manawatu at Opiki Bridge","Manawatu at Opiki Br","HRC-00013","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.4353499999999","175.46978"
"520","Manawatu at Ngawapurua Bridge","Manawatu at Ngawapurua Bridge","HRC-00014","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.38685","175.88985"
"521","Manawatu at Teachers College","Manawatu at Teachers College","HRC-00015","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.37329","175.62773"
"522","Manawatu at Hopelands","Manawatu at Hopelands","HRC-00016","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.35886","175.96286"
"523","Manawatu at Upper Gorge","Manawatu at Upper Gorge","HRC-00017","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.33185","175.81803"
"524","Manawatu at Weber Road","Manawatu at Weber Road","HRC-00018","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.2394699999999","176.11638"
"525","Mangahao at Ballance","Mangahao at Ballance","HRC-00019","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.4361099999999","175.79173"
"526","Mangapapa at Troup Rd","Mangapapa at Troup Rd","HRC-00020","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.3419299999999","175.84788"
"527","Mangatainoka at Putara","Mangatainoka at Putara","HRC-00021","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-40.68052","175.54746"
"528","Mangatainoka at Larsons Road","Mangatainoka at Larsons Road","HRC-00022","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-40.64036","175.61099"
"529","Mangatainoka at Pahiatua Town Bridge","Mangatainoka at Pahiatua Town Bridge","HRC-00023","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.44957","175.83121"
"530","Mangatainoka at Brewery - S.H.2 Bridge","Mangatainoka at Brewery - S.H.2 Bridge","HRC-00024","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.42268","175.86191"
"531","Mangatera at u/s Manawatu confluence","Mangatera at u/s Manawatu confluence","HRC-00025","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.24085","176.0988"
"532","Mangatoro at Mangahei Road","Mangatoro at Mangahei Road","HRC-00026","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.24468","176.18953"
"533","Mangawhero at Raupiu Road","Mangawhero at Raupiu Road","HRC-00027","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-39.70028","175.33113"
"534","Mangawhero at Pakihi Rd Bridge","Mangawhero at Pakihi Rd Bridge","HRC-00028","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-39.431","175.32311"
"535","Mangawhero at DOC Headquarters","Mangawhero at DOC Headquarters","HRC-00029","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-39.4017","175.41228"
"536","Ohau at Gladstone Reserve","Ohau at Gladstone Reserve","HRC-00030","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","-40.66335","175.3374"
"537","Ohau at Haines Property","Ohau at Haines Property","HRC-00031","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.66429","175.19784"
"538","Ohura at Tokorima","Ohura at Tokorima","HRC-00032","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-38.9175","175.03238"
"539","Ongarue at Taringamotu","Ongarue at Taringamotu","HRC-00033","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-38.86223","175.23823"
"540","Oroua at Awahuri Bridge","Oroua at Awahuri Bridge","HRC-00034","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.27565","175.52158"
"541","Oroua at Almadale Slackline","Oroua at Almadale Slackline","HRC-00035","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.17341","175.6599"
"542","Oroua at Apiti Gorge Bridge","Oroua at Apiti","HRC-00036","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-39.9380699999999","175.9258"
"543","Oruakeretaki at S.H.2 Napier","Oruakeretaki at S.H.2 Napier","HRC-00037","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.25342","176.03234"
"544","Owahanga at Branscombe Bridge","Owahanga at Branscombe Bridge","HRC-00038","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.63079","176.30245"
"545","Patiki Stream at Kawiu Road","Patiki Stream at Kawiu Road","HRC-00039","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.6080299999999","175.27923"
"546","Pohangina at Mais Reach","Pohangina at Mais Reach","HRC-00040","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.2245699999999","175.783"
"547","Pohangina at Piripiri","Pohangina at Piripiri","HRC-00041","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-40.05216","175.94009"
"548","Porewa at Onepuhi","POREWA AT ONEPUHI ROAD","HRC-00042","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.0770899999999","175.45319"
"549","Rangitikei at McKelvies","Rangitikei at McKelvies","HRC-00043","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.29556","175.27557"
"550","Rangitikei at Onepuhi","Rangitikei at Onepuhi","HRC-00044","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.07957","175.46384"
"551","Rangitikei at Mangaweka","Rangitikei at Mangaweka","HRC-00045","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-39.8094199999999","175.80811"
"552","Rangitikei at Pukeokahu","Rangitikei at Pukeokahu","HRC-00046","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-39.62765","176.04425"
"553","Raparapawai at Jackson Rd","Raparapawai at Jackson Rd","HRC-00047","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.32287","175.99543"
"554","Tamaki at Stephensons","Tamaki at Stephensons","HRC-00048","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","-40.24535","176.06491"
"555","Tamaki at Tamaki Reserve","Tamaki at Tamaki Reserve","HRC-00049","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-40.12272","176.03354"
"556","Tiraumea at Ngaturi","Tiraumea at Ngaturi","HRC-00050","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.46711","175.92279"
"557","Tiraumea u/s Manawatu Confluence","Tiraumea u/s Manawatu Confluence","HRC-00051","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.38868","175.88875"
"558","Tokiahuru at Junction","Tokiahuru at Junction","HRC-00053","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","-39.4962","175.45767"
"559","Tokomaru River at Horseshoe bend","Tokomaru River at Horseshoe bend","HRC-00054","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","-40.48729","175.52598"
"560","Turakina at ONeills Bridge","Turakina at ONeills Bridge","HRC-00055","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.02572","175.23333"
"561","Waikawa at North Manakau Road","Waikawa at North Manakau Road","HRC-00056","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","-40.7077399999999","175.23359"
"562","Waikawa Stream at Huritini","Waikawa at Huritini","HRC-00057","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-40.68652","175.16542"
"563","Whangaehu at Kauangaroa","Whangaehu at Kauangaroa","HRC-00058","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","-39.92577","175.27568"
